region_level,region_sido,region_sigungu,candidate_no,candidate_name,party,votes,vote_share_pct,electorate,voted,turnout_pct
sigungu,경기도,평택시,4,이준석,개혁신당,34980,9.2228,506849,381944,75.3566
sigungu,경기도,평택시,5,권영국,민주노동당,3186,0.84,506849,381944,75.3566
sigungu,경기도,포천시,1,이재명,더불어민주당,45328,47.764,127307,95668,75.1475
sigungu,경기도,포천시,2,김문수,국민의힘,42497,44.7808,127307,95668,75.1475
sigungu,경기도,포천시,4,이준석,개혁신당,6300,6.6386,127307,95668,75.1475
sigungu,경기도,포천시,5,권영국,민주노동당,665,0.7007,127307,95668,75.1475
sigungu,경기도,하남시,1,이재명,더불어민주당,111702,50.6856,272865,221808,81.2885
sigungu,경기도,하남시,2,김문수,국민의힘,87145,39.5427,272865,221808,81.2885
sigungu,경기도,하남시,4,이준석,개혁신당,19452,8.8265,272865,221808,81.2885
sigungu,경기도,하남시,5,권영국,민주노동당,1927,0.8744,272865,221808,81.2885
sigungu,경기도,화성시갑,1,이재명,더불어민주당,183357,53.6909,443085,343800,77.5923
sigungu,경기도,화성시갑,2,김문수,국민의힘,122959,36.005,443085,343800,77.5923
sigungu,경기도,화성시갑,4,이준석,개혁신당,31998,9.3697,443085,343800,77.5923
sigungu,경기도,화성시갑,5,권영국,민주노동당,2856,0.8363,443085,343800,77.5923
sigungu,경기도,화성시을,1,이재명,더불어민주당,151555,52.6099,347519,289895,83.4185
sigungu,경기도,화성시을,2,김문수,국민의힘,93407,32.4248,347519,289895,83.4185
sigungu,경기도,화성시을,4,이준석,개혁신당,40321,13.9968,347519,289895,83.4185
sigungu,경기도,화성시을,5,권영국,민주노동당,2606,0.9046,347519,289895,83.4185
sigungu,경상남도,거제시,1,이재명,더불어민주당,69037,47.5062,192259,146586,76.244
sigungu,경상남도,거제시,2,김문수,국민의힘,63490,43.6892,192259,146586,76.244
sigungu,경상남도,거제시,4,이준석,개혁신당,10928,7.5199,192259,146586,76.244
sigungu,경상남도,거제시,5,권영국,민주노동당,1682,1.1574,192259,146586,76.244
sigungu,경상남도,거창군,1,이재명,더불어민주당,12623,30.8487,52316,41373,79.0829
sigungu,경상남도,거창군,2,김문수,국민의힘,25259,61.7293,52316,41373,79.0829
sigungu,경상남도,거창군,4,이준석,개혁신당,2640,6.4518,52316,41373,79.0829
sigungu,경상남도,거창군,5,권영국,민주노동당,332,0.8114,52316,41373,79.0829
sigungu,경상남도,고성군,1,이재명,더불어민주당,10744,32.3031,43287,33580,77.5753
sigungu,경상남도,고성군,2,김문수,국민의힘,20573,61.8551,43287,33580,77.5753
sigungu,경상남도,고성군,4,이준석,개혁신당,1662,4.997,43287,33580,77.5753
sigungu,경상남도,고성군,5,권영국,민주노동당,254,0.7637,43287,33580,77.5753
sigungu,경상남도,김해시,1,이재명,더불어민주당,164796,47.7901,448630,347546,77.4683
sigungu,경상남도,김해시,2,김문수,국민의힘,147543,42.7868,448630,347546,77.4683
sigungu,경상남도,김해시,4,이준석,개혁신당,28524,8.2718,448630,347546,77.4683
sigungu,경상남도,김해시,5,권영국,민주노동당,3539,1.0263,448630,347546,77.4683
sigungu,경상남도,남해군,1,이재명,더불어민주당,9931,34.9388,36504,28758,78.7804
sigungu,경상남도,남해군,2,김문수,국민의힘,16808,59.1331,36504,28758,78.7804
sigungu,경상남도,남해군,4,이준석,개혁신당,1377,4.8445,36504,28758,78.7804
sigungu,경상남도,남해군,5,권영국,민주노동당,269,0.9464,36504,28758,78.7804
sigungu,경상남도,밀양시,1,이재명,더불어민주당,23125,33.4278,90650,69757,76.952
sigungu,경상남도,밀양시,2,김문수,국민의힘,41676,60.2437,90650,69757,76.952
sigungu,경상남도,밀양시,4,이준석,개혁신당,3783,5.4684,90650,69757,76.952
sigungu,경상남도,밀양시,5,권영국,민주노동당,508,0.7343,90650,69757,76.952
sigungu,경상남도,사천시,1,이재명,더불어민주당,25242,34.8401,94356,73114,77.4874
sigungu,경상남도,사천시,2,김문수,국민의힘,41495,57.2732,94356,73114,77.4874
sigungu,경상남도,사천시,4,이준석,개혁신당,4949,6.8308,94356,73114,77.4874
sigungu,경상남도,사천시,5,권영국,민주노동당,662,0.9137,94356,73114,77.4874
sigungu,경상남도,산청군,1,이재명,더불어민주당,7478,30.6337,30968,24668,79.6564
sigungu,경상남도,산청군,2,김문수,국민의힘,15548,63.6926,30968,24668,79.6564
sigungu,경상남도,산청군,4,이준석,개혁신당,1130,4.6291,30968,24668,79.6564
sigungu,경상남도,산청군,5,권영국,민주노동당,219,0.8971,30968,24668,79.6564
sigungu,경상남도,양산시,1,이재명,더불어민주당,105053,44.6986,303506,236806,78.0235
sigungu,경상남도,양산시,2,김문수,국민의힘,109649,46.6542,303506,236806,78.0235
sigungu,경상남도,양산시,4,이준석,개혁신당,17859,7.5988,303506,236806,78.0235
sigungu,경상남도,양산시,5,권영국,민주노동당,2211,0.9408,303506,236806,78.0235
sigungu,경상남도,의령군,1,이재명,더불어민주당,5421,30.1401,23294,18214,78.1918
sigungu,경상남도,의령군,2,김문수,국민의힘,11559,64.2667,23294,18214,78.1918
sigungu,경상남도,의령군,4,이준석,개혁신당,832,4.6258,23294,18214,78.1918
sigungu,경상남도,의령군,5,권영국,민주노동당,140,0.7784,23294,18214,78.1918
sigungu,경상남도,진주시,1,이재명,더불어민주당,80491,35.0696,289796,231564,79.9059
sigungu,경상남도,진주시,2,김문수,국민의힘,127358,55.4893,289796,231564,79.9059
sigungu,경상남도,진주시,4,이준석,개혁신당,19197,8.364,289796,231564,79.9059
sigungu,경상남도,진주시,5,권영국,민주노동당,2198,0.9577,289796,231564,79.9059
sigungu,경상남도,창녕군,1,이재명,더불어민주당,11013,28.6901,50638,38724,76.4722
sigungu,경상남도,창녕군,2,김문수,국민의힘,25310,65.9355,50638,38724,76.4722
sigungu,경상남도,창녕군,4,이준석,개혁신당,1760,4.585,50638,38724,76.4722
sigungu,경상남도,창녕군,5,권영국,민주노동당,263,0.6851,50638,38724,76.4722
sigungu,경상남도,창원시마산합포구,1,이재명,더불어민주당,40797,33.7232,154518,121931,78.9105
sigungu,경상남도,창원시마산합포구,2,김문수,국민의힘,70653,58.4025,154518,121931,78.9105
sigungu,경상남도,창원시마산합포구,4,이준석,개혁신당,8305,6.865,154518,121931,78.9105
sigungu,경상남도,창원시마산합포구,5,권영국,민주노동당,1087,0.8985,154518,121931,78.9105
sigungu,경상남도,창원시마산회원구,1,이재명,더불어민주당,43522,35.0712,156251,125065,80.0411
sigungu,경상남도,창원시마산회원구,2,김문수,국민의힘,70165,56.5409,156251,125065,80.0411
sigungu,경상남도,창원시마산회원구,4,이준석,개혁신당,9012,7.2621,156251,125065,80.0411
sigungu,경상남도,창원시마산회원구,5,권영국,민주노동당,1218,0.9815,156251,125065,80.0411
sigungu,경상남도,창원시성산구,1,이재명,더불어민주당,69874,41.0973,208940,171376,82.0216
sigungu,경상남도,창원시성산구,2,김문수,국민의힘,80619,47.4171,208940,171376,82.0216
sigungu,경상남도,창원시성산구,4,이준석,개혁신당,16676,9.8082,208940,171376,82.0216
sigungu,경상남도,창원시성산구,5,권영국,민주노동당,2668,1.5692,208940,171376,82.0216
sigungu,경상남도,창원시의창구,1,이재명,더불어민주당,54737,38.237,181085,144279,79.6747
sigungu,경상남도,창원시의창구,2,김문수,국민의힘,74483,52.0307,181085,144279,79.6747
sigungu,경상남도,창원시의창구,4,이준석,개혁신당,12091,8.4463,181085,144279,79.6747
sigungu,경상남도,창원시의창구,5,권영국,민주노동당,1679,1.1729,181085,144279,79.6747
sigungu,경상남도,창원시진해구,1,이재명,더불어민주당,49732,41.0822,157266,122023,77.5902
sigungu,경상남도,창원시진해구,2,김문수,국민의힘,60152,49.6898,157266,122023,77.5902
sigungu,경상남도,창원시진해구,4,이준석,개혁신당,9813,8.1062,157266,122023,77.5902
sigungu,경상남도,창원시진해구,5,권영국,민주노동당,1213,1.002,157266,122023,77.5902
sigungu,경상남도,통영시,1,이재명,더불어민주당,27921,35.5722,102203,79149,77.4429
sigungu,경상남도,통영시,2,김문수,국민의힘,45078,57.4308,102203,79149,77.4429
sigungu,경상남도,통영시,4,이준석,개혁신당,4765,6.0708,102203,79149,77.4429
sigungu,경상남도,통영시,5,권영국,민주노동당,616,0.7848,102203,79149,77.4429
sigungu,경상남도,하동군,1,이재명,더불어민주당,10904,36.6657,37540,30092,80.1598
sigungu,경상남도,하동군,2,김문수,국민의힘,17035,57.2817,37540,30092,80.1598
sigungu,경상남도,하동군,4,이준석,개혁신당,1492,5.017,37540,30092,80.1598
sigungu,경상남도,하동군,5,권영국,민주노동당,261,0.8776,37540,30092,80.1598
sigungu,경상남도,함안군,1,이재명,더불어민주당,13802,34.2796,51990,40601,78.0939
sigungu,경상남도,함안군,2,김문수,국민의힘,23755,58.9996,51990,40601,78.0939
sigungu,경상남도,함안군,4,이준석,개혁신당,2275,5.6503,51990,40601,78.0939
sigungu,경상남도,함안군,5,권영국,민주노동당,371,0.9214,51990,40601,78.0939
sigungu,경상남도,함양군,1,이재명,더불어민주당,8489,33.2017,32702,25848,79.041
sigungu,경상남도,함양군,2,김문수,국민의힘,15503,60.6344,32702,25848,79.041
sigungu,경상남도,함양군,4,이준석,개혁신당,1321,5.1666,32702,25848,79.041
sigungu,경상남도,함양군,5,권영국,민주노동당,219,0.8565,32702,25848,79.041
sigungu,경상남도,합천군,1,이재명,더불어민주당,7001,24.5073,37329,28935,77.5135
sigungu,경상남도,합천군,2,김문수,국민의힘,20132,70.4729,37329,28935,77.5135
sigungu,경상남도,합천군,4,이준석,개혁신당,1188,4.1586,37329,28935,77.5135
sigungu,경상남도,합천군,5,권영국,민주노동당,200,0.7001,37329,28935,77.5135
sigungu,경상북도,경산시,1,이재명,더불어민주당,44160,24.4245,232652,182130,78.2843
sigungu,경상북도,경산시,2,김문수,국민의힘,120563,66.6823,232652,182130,78.2843
sigungu,경상북도,경산시,4,이준석,개혁신당,14420,7.9756,232652,182130,78.2843
sigungu,경상북도,경산시,5,권영국,민주노동당,1472,0.8142,232652,182130,78.2843
sigungu,경상북도,경주시,1,이재명,더불어민주당,45754,26.6493,217320,172873,79.5477
sigungu,경상북도,경주시,2,김문수,국민의힘,112844,65.7258,217320,172873,79.5477
sigungu,경상북도,경주시,4,이준석,개혁신당,10753,6.2631,217320,172873,79.5477
sigungu,경상북도,경주시,5,권영국,민주노동당,2182,1.2709,217320,172873,79.5477
sigungu,경상북도,고령군,1,이재명,더불어민주당,4130,18.8078,27768,22163,79.8149
sigungu,경상북도,고령군,2,김문수,국민의힘,16684,75.978,27768,22163,79.8149
sigungu,경상북도,고령군,4,이준석,개혁신당,990,4.5084,27768,22163,79.8149
sigungu,경상북도,고령군,5,권영국,민주노동당,126,0.5738,27768,22163,79.8149
sigungu,경상북도,구미시,1,이재명,더불어민주당,72584,28.1317,338629,259989,76.7769
sigungu,경상북도,구미시,2,김문수,국민의힘,160141,62.0665,338629,259989,76.7769
sigungu,경상북도,구미시,4,이준석,개혁신당,22956,8.8972,338629,259989,76.7769
sigungu,경상북도,구미시,5,권영국,민주노동당,2039,0.7903,338629,259989,76.7769
sigungu,경상북도,김천시,1,이재명,더불어민주당,23343,25.1124,117773,93605,79.4792
sigungu,경상북도,김천시,2,김문수,국민의힘,62634,67.3817,117773,93605,79.4792
sigungu,경상북도,김천시,4,이준석,개혁신당,6209,6.6796,117773,93605,79.4792
sigungu,경상북도,김천시,5,권영국,민주노동당,672,0.7229,117773,93605,79.4792
sigungu,경상북도,문경시,1,이재명,더불어민주당,10266,21.7339,59787,47655,79.708
sigungu,경상북도,문경시,2,김문수,국민의힘,34287,72.5881,59787,47655,79.708
sigungu,경상북도,문경시,4,이준석,개혁신당,2337,4.9476,59787,47655,79.708
sigungu,경상북도,문경시,5,권영국,민주노동당,297,0.6288,59787,47655,79.708
sigungu,경상북도,봉화군,1,이재명,더불어민주당,5248,24.9679,26412,21210,80.3044
sigungu,경상북도,봉화군,2,김문수,국민의힘,14719,70.0271,26412,21210,80.3044
sigungu,경상북도,봉화군,4,이준석,개혁신당,888,4.2247,26412,21210,80.3044
sigungu,경상북도,봉화군,5,권영국,민주노동당,140,0.6661,26412,21210,80.3044
sigungu,경상북도,상주시,1,이재명,더불어민주당,14270,21.9174,81951,65682,80.1479
sigungu,경상북도,상주시,2,김문수,국민의힘,46856,71.9666,81951,65682,80.1479
sigungu,경상북도,상주시,4,이준석,개혁신당,3496,5.3695,81951,65682,80.1479
sigungu,경상북도,상주시,5,권영국,민주노동당,411,0.6313,81951,65682,80.1479
sigungu,경상북도,성주군,1,이재명,더불어민주당,5989,19.0811,38236,31647,82.7675
sigungu,경상북도,성주군,2,김문수,국민의힘,23775,75.7479,38236,31647,82.7675
sigungu,경상북도,성주군,4,이준석,개혁신당,1416,4.5114,38236,31647,82.7675
sigungu,경상북도,성주군,5,권영국,민주노동당,170,0.5416,38236,31647,82.7675
sigungu,경상북도,안동시,1,이재명,더불어민주당,33560,31.2803,136331,108216,79.3774
sigungu,경상북도,안동시,2,김문수,국민의힘,65739,61.2734,136331,108216,79.3774
sigungu,경상북도,안동시,4,이준석,개혁신당,7050,6.5711,136331,108216,79.3774
sigungu,경상북도,안동시,5,권영국,민주노동당,841,0.7839,136331,108216,79.3774
sigungu,경상북도,영덕군,1,이재명,더불어민주당,4407,18.109,30579,24558,80.31
sigungu,경상북도,영덕군,2,김문수,국민의힘,18780,77.1696,30579,24558,80.31
sigungu,경상북도,영덕군,4,이준석,개혁신당,972,3.9941,30579,24558,80.31
sigungu,경상북도,영덕군,5,권영국,민주노동당,155,0.6369,30579,24558,80.31
sigungu,경상북도,영양군,1,이재명,더불어민주당,2848,24.7265,14161,11615,82.021
sigungu,경상북도,영양군,2,김문수,국민의힘,8104,70.3594,14161,11615,82.021
sigungu,경상북도,영양군,4,이준석,개혁신당,484,4.2021,14161,11615,82.021
sigungu,경상북도,영양군,5,권영국,민주노동당,72,0.6251,14161,11615,82.021
sigungu,경상북도,영주시,1,이재명,더불어민주당,18860,27.5908,86901,68942,79.334
sigungu,경상북도,영주시,2,김문수,국민의힘,45015,65.8538,86901,68942,79.334
sigungu,경상북도,영주시,4,이준석,개혁신당,3953,5.783,86901,68942,79.334
sigungu,경상북도,영주시,5,권영국,민주노동당,458,0.67,86901,68942,79.334
sigungu,경상북도,영천시,1,이재명,더불어민주당,14223,20.5398,87894,69766,79.3752
sigungu,경상북도,영천시,2,김문수,국민의힘,51359,74.1689,87894,69766,79.3752
sigungu,경상북도,영천시,4,이준석,개혁신당,3209,4.6342,87894,69766,79.3752
sigungu,경상북도,영천시,5,권영국,민주노동당,387,0.5589,87894,69766,79.3752
sigungu,경상북도,예천군,1,이재명,더불어민주당,10039,26.587,46657,38177,81.8248
sigungu,경상북도,예천군,2,김문수,국민의힘,25065,66.3815,46657,38177,81.8248
sigungu,경상북도,예천군,4,이준석,개혁신당,2336,6.1866,46657,38177,81.8248
sigungu,경상북도,예천군,5,권영국,민주노동당,272,0.7204,46657,38177,81.8248
sigungu,경상북도,울릉군,1,이재명,더불어민주당,1814,27.2618,8412,6716,79.8383
sigungu,경상북도,울릉군,2,김문수,국민의힘,4351,65.3892,8412,6716,79.8383
sigungu,경상북도,울릉군,4,이준석,개혁신당,454,6.823,8412,6716,79.8383
sigungu,경상북도,울릉군,5,권영국,민주노동당,30,0.4509,8412,6716,79.8383
sigungu,경상북도,울진군,1,이재명,더불어민주당,7327,22.5121,41362,32830,79.3724
sigungu,경상북도,울진군,2,김문수,국민의힘,23129,71.0634,41362,32830,79.3724
sigungu,경상북도,울진군,4,이준석,개혁신당,1859,5.7117,41362,32830,79.3724
sigungu,경상북도,울진군,5,권영국,민주노동당,197,0.6053,41362,32830,79.3724
sigungu,경상북도,의성군,1,이재명,더불어민주당,6725,18.1998,45733,37276,81.5079
sigungu,경상북도,의성군,2,김문수,국민의힘,28522,77.1887,45733,37276,81.5079
sigungu,경상북도,의성군,4,이준석,개혁신당,1442,3.9025,45733,37276,81.5079
sigungu,경상북도,의성군,5,권영국,민주노동당,220,0.5954,45733,37276,81.5079
sigungu,경상북도,청도군,1,이재명,더불어민주당,6045,20.1507,37770,30244,80.0741
sigungu,경상북도,청도군,2,김문수,국민의힘,22480,74.9358,37770,30244,80.0741
sigungu,경상북도,청도군,4,이준석,개혁신당,1273,4.2435,37770,30244,80.0741
sigungu,경상북도,청도군,5,권영국,민주노동당,164,0.5467,37770,30244,80.0741
sigungu,경상북도,청송군,1,이재명,더불어민주당,3789,20.9592,22070,18250,82.6914
sigungu,경상북도,청송군,2,김문수,국민의힘,13348,73.8356,22070,18250,82.6914
sigungu,경상북도,청송군,4,이준석,개혁신당,797,4.4087,22070,18250,82.6914
sigungu,경상북도,청송군,5,권영국,민주노동당,125,0.6914,22070,18250,82.6914
sigungu,경상북도,칠곡군,1,이재명,더불어민주당,18246,26.3842,92234,69654,75.5188
sigungu,경상북도,칠곡군,2,김문수,국민의힘,45689,66.0675,92234,69654,75.5188
sigungu,경상북도,칠곡군,4,이준석,개혁신당,4605,6.659,92234,69654,75.5188
sigungu,경상북도,칠곡군,5,권영국,민주노동당,518,0.749,92234,69654,75.5188
sigungu,경상북도,포항시남구,1,이재명,더불어민주당,39332,26.922,189163,147128,77.7784
sigungu,경상북도,포항시남구,2,김문수,국민의힘,94527,64.702,189163,147128,77.7784
sigungu,경상북도,포항시남구,4,이준석,개혁신당,10809,7.3986,189163,147128,77.7784
sigungu,경상북도,포항시남구,5,권영국,민주노동당,1290,0.883,189163,147128,77.7784
sigungu,경상북도,포항시북구,1,이재명,더불어민주당,49724,26.7489,233819,187038,79.9926
sigungu,경상북도,포항시북구,2,김문수,국민의힘,120983,65.0824,233819,187038,79.9926
sigungu,경상북도,포항시북구,4,이준석,개혁신당,13386,7.201,233819,187038,79.9926
sigungu,경상북도,포항시북구,5,권영국,민주노동당,1646,0.8855,233819,187038,79.9926
sigungu,광주광역시,광산구,1,이재명,더불어민주당,229298,85.1659,323168,270928,83.835
sigungu,광주광역시,광산구,2,김문수,국민의힘,19872,7.3809,323168,270928,83.835
sigungu,광주광역시,광산구,4,이준석,개혁신당,17345,6.4423,323168,270928,83.835
sigungu,광주광역시,광산구,5,권영국,민주노동당,2444,0.9078,323168,270928,83.835
sigungu,광주광역시,남구,1,이재명,더불어민주당,126148,84.9762,176412,149219,84.5855
sigungu,광주광역시,남구,2,김문수,국민의힘,12337,8.3105,176412,149219,84.5855
sigungu,광주광역시,남구,4,이준석,개혁신당,8635,5.8167,176412,149219,84.5855
sigungu,광주광역시,남구,5,권영국,민주노동당,1204,0.811,176412,149219,84.5855
sigungu,광주광역시,동구,1,이재명,더불어민주당,63684,82.6164,92286,77545,84.0268
sigungu,광주광역시,동구,2,김문수,국민의힘,7402,9.6025,92286,77545,84.0268
sigungu,광주광역시,동구,4,이준석,개혁신당,5212,6.7615,92286,77545,84.0268
sigungu,광주광역시,동구,5,권영국,민주노동당,722,0.9366,92286,77545,84.0268
sigungu,광주광역시,북구,1,이재명,더불어민주당,257145,85.0285,362472,304117,83.9008
sigungu,광주광역시,북구,2,김문수,국민의힘,23544,7.7851,362472,304117,83.9008
sigungu,광주광역시,북구,4,이준석,개혁신당,18674,6.1748,362472,304117,83.9008
sigungu,광주광역시,북구,5,권영국,민주노동당,2770,0.9159,362472,304117,83.9008
sigungu,광주광역시,서구,1,이재명,더불어민주당,168407,84.5289,240133,200340,83.4288
sigungu,광주광역시,서구,2,김문수,국민의힘,16782,8.4234,240133,200340,83.4288
sigungu,광주광역시,서구,4,이준석,개혁신당,12238,6.1426,240133,200340,83.4288
sigungu,광주광역시,서구,5,권영국,민주노동당,1627,0.8166,240133,200340,83.4288
sigungu,대구광역시,군위군,1,이재명,더불어민주당,2616,14.8434,21402,17745,82.9128
sigungu,대구광역시,군위군,2,김문수,국민의힘,14246,80.833,21402,17745,82.9128
sigungu,대구광역시,군위군,4,이준석,개혁신당,674,3.8243,21402,17745,82.9128
sigungu,대구광역시,군위군,5,권영국,민주노동당,74,0.4199,21402,17745,82.9128
sigungu,대구광역시,남구,1,이재명,더불어민주당,20940,21.9187,125079,96240,76.9434
sigungu,대구광역시,남구,2,김문수,국민의힘,66687,69.8037,125079,96240,76.9434
sigungu,대구광역시,남구,4,이준석,개혁신당,7096,7.4276,125079,96240,76.9434
sigungu,대구광역시,남구,5,권영국,민주노동당,730,0.7641,125079,96240,76.9434
sigungu,대구광역시,달서구,1,이재명,더불어민주당,83001,22.9054,452664,364667,80.5602
sigungu,대구광역시,달서구,2,김문수,국민의힘,246446,68.0106,452664,364667,80.5602
sigungu,대구광역시,달서구,4,이준석,개혁신당,29887,8.2478,452664,364667,80.5602
sigungu,대구광역시,달서구,5,권영국,민주노동당,2750,0.7589,452664,364667,80.5602
sigungu,대구광역시,달성군,1,이재명,더불어민주당,42728,25.6014,212190,168018,79.1828
sigungu,대구광역시,달성군,2,김문수,국민의힘,109225,65.4446,212190,168018,79.1828
sigungu,대구광역시,달성군,4,이준석,개혁신당,13515,8.0978,212190,168018,79.1828
sigungu,대구광역시,달성군,5,권영국,민주노동당,1287,0.7711,212190,168018,79.1828
sigungu,대구광역시,동구,1,이재명,더불어민주당,57694,24.1172,300119,240878,80.2608
sigungu,대구광역시,동구,2,김문수,국민의힘,160000,66.8832,300119,240878,80.2608
sigungu,대구광역시,동구,4,이준석,개혁신당,19509,8.1552,300119,240878,80.2608
sigungu,대구광역시,동구,5,권영국,민주노동당,1812,0.7575,300119,240878,80.2608
sigungu,대구광역시,북구,1,이재명,더불어민주당,68670,24.0379,358624,287673,80.2158
sigungu,대구광역시,북구,2,김문수,국민의힘,189776,66.431,358624,287673,80.2158
sigungu,대구광역시,북구,4,이준석,개혁신당,24603,8.6123,358624,287673,80.2158
sigungu,대구광역시,북구,5,권영국,민주노동당,2359,0.8258,358624,287673,80.2158
sigungu,대구광역시,서구,1,이재명,더불어민주당,21840,19.1965,147381,114567,77.7353
sigungu,대구광역시,서구,2,김문수,국민의힘,83588,73.4704,147381,114567,77.7353
sigungu,대구광역시,서구,4,이준석,개혁신당,7554,6.6397,147381,114567,77.7353
sigungu,대구광역시,서구,5,권영국,민주노동당,674,0.5924,147381,114567,77.7353
sigungu,대구광역시,수성구,1,이재명,더불어민주당,65324,23.0812,346438,284576,82.1434
sigungu,대구광역시,수성구,2,김문수,국민의힘,189622,67.0,346438,284576,82.1434
