region_level,region_sido,region_sigungu,sex,age_bucket,electorate,voted,turnout_pct
sigungu,대전광역시,동구,여자,35-39,622,480,77.2
sigungu,대전광역시,동구,여자,40-49,1649,1230,74.6
sigungu,대전광역시,동구,여자,50-59,1725,1391,80.6
sigungu,대전광역시,동구,여자,60-69,1802,1510,83.8
sigungu,대전광역시,동구,여자,70-79,1140,950,83.3
sigungu,대전광역시,동구,여자,80+,746,431,57.8
sigungu,대전광역시,중구,전체,합계,19471,15018,77.1
sigungu,대전광역시,중구,전체,18,167,120,71.9
sigungu,대전광역시,중구,전체,19,184,131,71.2
sigungu,대전광역시,중구,전체,20-24,1159,848,73.2
sigungu,대전광역시,중구,전체,25-29,1518,1094,72.1
sigungu,대전광역시,중구,전체,30-34,1598,1202,75.2
sigungu,대전광역시,중구,전체,35-39,1342,1007,75.0
sigungu,대전광역시,중구,전체,40-49,2888,2050,71.0
sigungu,대전광역시,중구,전체,50-59,3588,2803,78.1
sigungu,대전광역시,중구,전체,60-69,3471,2942,84.8
sigungu,대전광역시,중구,전체,70-79,2226,1909,85.8
sigungu,대전광역시,중구,전체,80+,1330,912,68.6
sigungu,대전광역시,중구,남자,합계,9528,7240,76.0
sigungu,대전광역시,중구,남자,18,94,62,66.0
sigungu,대전광역시,중구,남자,19,92,63,68.5
sigungu,대전광역시,중구,남자,20-24,556,392,70.5
sigungu,대전광역시,중구,남자,25-29,753,505,67.1
sigungu,대전광역시,중구,남자,30-34,854,603,70.6
sigungu,대전광역시,중구,남자,35-39,700,517,73.9
sigungu,대전광역시,중구,남자,40-49,1485,1010,68.0
sigungu,대전광역시,중구,남자,50-59,1821,1394,76.6
sigungu,대전광역시,중구,남자,60-69,1713,1451,84.7
sigungu,대전광역시,중구,남자,70-79,979,867,88.6
sigungu,대전광역시,중구,남자,80+,481,376,78.2
sigungu,대전광역시,중구,여자,합계,9943,7778,78.2
sigungu,대전광역시,중구,여자,18,73,58,79.5
sigungu,대전광역시,중구,여자,19,92,68,73.9
sigungu,대전광역시,중구,여자,20-24,603,456,75.6
sigungu,대전광역시,중구,여자,25-29,765,589,77.0
sigungu,대전광역시,중구,여자,30-34,744,599,80.5
sigungu,대전광역시,중구,여자,35-39,642,490,76.3
sigungu,대전광역시,중구,여자,40-49,1403,1040,74.1
sigungu,대전광역시,중구,여자,50-59,1767,1409,79.7
sigungu,대전광역시,중구,여자,60-69,1758,1491,84.8
sigungu,대전광역시,중구,여자,70-79,1247,1042,83.6
sigungu,대전광역시,중구,여자,80+,849,536,63.1
sigungu,대전광역시,서구,전체,합계,44350,34724,78.3
sigungu,대전광역시,서구,전체,18,509,391,76.8
sigungu,대전광역시,서구,전체,19,534,404,75.7
sigungu,대전광역시,서구,전체,20-24,3379,2535,75.0
sigungu,대전광역시,서구,전체,25-29,4072,2837,69.7
sigungu,대전광역시,서구,전체,30-34,4035,2895,71.7
sigungu,대전광역시,서구,전체,35-39,3084,2194,71.1
sigungu,대전광역시,서구,전체,40-49,7066,5315,75.2
sigungu,대전광역시,서구,전체,50-59,8977,7440,82.9
sigungu,대전광역시,서구,전체,60-69,7388,6502,88.0
sigungu,대전광역시,서구,전체,70-79,3468,3032,87.4
sigungu,대전광역시,서구,전체,80+,1838,1179,64.1
sigungu,대전광역시,서구,남자,합계,21525,16530,76.8
sigungu,대전광역시,서구,남자,18,256,178,69.5
sigungu,대전광역시,서구,남자,19,265,199,75.1
sigungu,대전광역시,서구,남자,20-24,1598,1156,72.3
sigungu,대전광역시,서구,남자,25-29,2060,1336,64.9
sigungu,대전광역시,서구,남자,30-34,2120,1433,67.6
sigungu,대전광역시,서구,남자,35-39,1619,1086,67.1
sigungu,대전광역시,서구,남자,40-49,3486,2503,71.8
sigungu,대전광역시,서구,남자,50-59,4295,3518,81.9
sigungu,대전광역시,서구,남자,60-69,3536,3124,88.3
sigungu,대전광역시,서구,남자,70-79,1620,1462,90.2
sigungu,대전광역시,서구,남자,80+,670,535,79.9
sigungu,대전광역시,서구,여자,합계,22825,18194,79.7
sigungu,대전광역시,서구,여자,18,253,213,84.2
sigungu,대전광역시,서구,여자,19,269,205,76.2
sigungu,대전광역시,서구,여자,20-24,1781,1379,77.4
sigungu,대전광역시,서구,여자,25-29,2012,1501,74.6
sigungu,대전광역시,서구,여자,30-34,1915,1462,76.3
sigungu,대전광역시,서구,여자,35-39,1465,1108,75.6
sigungu,대전광역시,서구,여자,40-49,3580,2812,78.5
sigungu,대전광역시,서구,여자,50-59,4682,3922,83.8
sigungu,대전광역시,서구,여자,60-69,3852,3378,87.7
sigungu,대전광역시,서구,여자,70-79,1848,1570,85.0
sigungu,대전광역시,서구,여자,80+,1168,644,55.1
sigungu,대전광역시,유성구,전체,합계,32037,26075,81.4
sigungu,대전광역시,유성구,전체,18,387,295,76.2
sigungu,대전광역시,유성구,전체,19,363,287,79.1
sigungu,대전광역시,유성구,전체,20-24,1949,1498,76.9
sigungu,대전광역시,유성구,전체,25-29,2337,1781,76.2
sigungu,대전광역시,유성구,전체,30-34,3081,2436,79.1
sigungu,대전광역시,유성구,전체,35-39,3166,2501,79.0
sigungu,대전광역시,유성구,전체,40-49,6312,5055,80.1
sigungu,대전광역시,유성구,전체,50-59,6318,5352,84.7
sigungu,대전광역시,유성구,전체,60-69,5058,4463,88.2
sigungu,대전광역시,유성구,전체,70-79,2024,1784,88.1
sigungu,대전광역시,유성구,전체,80+,1042,623,59.8
sigungu,대전광역시,유성구,남자,합계,15823,12822,81.0
sigungu,대전광역시,유성구,남자,18,182,131,72.0
sigungu,대전광역시,유성구,남자,19,192,148,77.1
sigungu,대전광역시,유성구,남자,20-24,1014,755,74.5
sigungu,대전광역시,유성구,남자,25-29,1273,907,71.2
sigungu,대전광역시,유성구,남자,30-34,1546,1176,76.1
sigungu,대전광역시,유성구,남자,35-39,1644,1294,78.7
sigungu,대전광역시,유성구,남자,40-49,3115,2458,78.9
sigungu,대전광역시,유성구,남자,50-59,3036,2564,84.5
sigungu,대전광역시,유성구,남자,60-69,2501,2240,89.6
sigungu,대전광역시,유성구,남자,70-79,986,898,91.1
sigungu,대전광역시,유성구,남자,80+,334,251,75.1
sigungu,대전광역시,유성구,여자,합계,16214,13253,81.7
sigungu,대전광역시,유성구,여자,18,205,164,80.0
sigungu,대전광역시,유성구,여자,19,171,139,81.3
sigungu,대전광역시,유성구,여자,20-24,935,743,79.5
sigungu,대전광역시,유성구,여자,25-29,1064,874,82.1
sigungu,대전광역시,유성구,여자,30-34,1535,1260,82.1
sigungu,대전광역시,유성구,여자,35-39,1522,1207,79.3
sigungu,대전광역시,유성구,여자,40-49,3197,2597,81.2
sigungu,대전광역시,유성구,여자,50-59,3282,2788,84.9
sigungu,대전광역시,유성구,여자,60-69,2557,2223,86.9
sigungu,대전광역시,유성구,여자,70-79,1038,886,85.4
sigungu,대전광역시,유성구,여자,80+,708,372,52.5
sigungu,대전광역시,대덕구,전체,합계,12431,9574,77.0
sigungu,대전광역시,대덕구,전체,18,150,103,68.7
sigungu,대전광역시,대덕구,전체,19,147,100,68.0
sigungu,대전광역시,대덕구,전체,20-24,1251,960,76.7
sigungu,대전광역시,대덕구,전체,25-29,1048,786,75.0
sigungu,대전광역시,대덕구,전체,30-34,1052,755,71.8
sigungu,대전광역시,대덕구,전체,35-39,766,541,70.6
sigungu,대전광역시,대덕구,전체,40-49,1564,1105,70.7
sigungu,대전광역시,대덕구,전체,50-59,2232,1751,78.4
sigungu,대전광역시,대덕구,전체,60-69,2297,1981,86.2
sigungu,대전광역시,대덕구,전체,70-79,1251,1080,86.3
sigungu,대전광역시,대덕구,전체,80+,673,412,61.2
sigungu,대전광역시,대덕구,남자,합계,6457,4898,75.9
sigungu,대전광역시,대덕구,남자,18,83,55,66.3
sigungu,대전광역시,대덕구,남자,19,63,37,58.7
sigungu,대전광역시,대덕구,남자,20-24,613,448,73.1
sigungu,대전광역시,대덕구,남자,25-29,583,411,70.5
sigungu,대전광역시,대덕구,남자,30-34,635,431,67.9
sigungu,대전광역시,대덕구,남자,35-39,454,315,69.4
sigungu,대전광역시,대덕구,남자,40-49,870,587,67.5
sigungu,대전광역시,대덕구,남자,50-59,1175,913,77.7
sigungu,대전광역시,대덕구,남자,60-69,1145,987,86.2
sigungu,대전광역시,대덕구,남자,70-79,584,521,89.2
sigungu,대전광역시,대덕구,남자,80+,252,193,76.6
sigungu,대전광역시,대덕구,여자,합계,5974,4676,78.3
sigungu,대전광역시,대덕구,여자,18,67,48,71.6
sigungu,대전광역시,대덕구,여자,19,84,63,75.0
sigungu,대전광역시,대덕구,여자,20-24,638,512,80.3
sigungu,대전광역시,대덕구,여자,25-29,465,375,80.6
sigungu,대전광역시,대덕구,여자,30-34,417,324,77.7
sigungu,대전광역시,대덕구,여자,35-39,312,226,72.4
sigungu,대전광역시,대덕구,여자,40-49,694,518,74.6
sigungu,대전광역시,대덕구,여자,50-59,1057,838,79.3
sigungu,대전광역시,대덕구,여자,60-69,1152,994,86.3
sigungu,대전광역시,대덕구,여자,70-79,667,559,83.8
sigungu,대전광역시,대덕구,여자,80+,421,219,52.0
sido,울산광역시,,전체,합계,99107,79334,80.0
sido,울산광역시,,전체,18,1077,822,76.3
sido,울산광역시,,전체,19,1011,749,74.1
sido,울산광역시,,전체,20-24,5477,4095,74.8
sido,울산광역시,,전체,25-29,6979,5147,73.7
sido,울산광역시,,전체,30-34,7674,5657,73.7
sido,울산광역시,,전체,35-39,6804,5153,75.7
sido,울산광역시,,전체,40-49,16819,12798,76.1
sido,울산광역시,,전체,50-59,21164,17382,82.1
sido,울산광역시,,전체,60-69,19349,17215,89.0
sido,울산광역시,,전체,70-79,9080,8000,88.1
sido,울산광역시,,전체,80+,3673,2316,63.1
sido,울산광역시,,남자,합계,50656,40066,79.1
sido,울산광역시,,남자,18,565,411,72.7
sido,울산광역시,,남자,19,549,419,76.3
sido,울산광역시,,남자,20-24,3077,2261,73.5
sido,울산광역시,,남자,25-29,4076,2852,70.0
sido,울산광역시,,남자,30-34,4292,2981,69.5
sido,울산광역시,,남자,35-39,3709,2713,73.1
sido,울산광역시,,남자,40-49,8665,6427,74.2
sido,울산광역시,,남자,50-59,10389,8403,80.9
sido,울산광역시,,남자,60-69,9628,8637,89.7
sido,울산광역시,,남자,70-79,4399,3963,90.1
sido,울산광역시,,남자,80+,1307,999,76.4
sido,울산광역시,,여자,합계,48451,39268,81.0
sido,울산광역시,,여자,18,512,411,80.3
sido,울산광역시,,여자,19,462,330,71.4
sido,울산광역시,,여자,20-24,2400,1834,76.4
sido,울산광역시,,여자,25-29,2903,2295,79.1
sido,울산광역시,,여자,30-34,3382,2676,79.1
sido,울산광역시,,여자,35-39,3095,2440,78.8
sido,울산광역시,,여자,40-49,8154,6371,78.1
sido,울산광역시,,여자,50-59,10775,8979,83.3
sido,울산광역시,,여자,60-69,9721,8578,88.2
sido,울산광역시,,여자,70-79,4681,4037,86.2
sido,울산광역시,,여자,80+,2366,1317,55.7
sigungu,울산광역시,중구,전체,합계,17876,14344,80.2
sigungu,울산광역시,중구,전체,18,199,154,77.4
sigungu,울산광역시,중구,전체,19,178,133,74.7
sigungu,울산광역시,중구,전체,20-24,849,612,72.1
sigungu,울산광역시,중구,전체,25-29,1136,861,75.8
sigungu,울산광역시,중구,전체,30-34,1231,907,73.7
sigungu,울산광역시,중구,전체,35-39,1049,787,75.0
sigungu,울산광역시,중구,전체,40-49,3039,2297,75.6
sigungu,울산광역시,중구,전체,50-59,3804,3111,81.8
sigungu,울산광역시,중구,전체,60-69,3757,3329,88.6
sigungu,울산광역시,중구,전체,70-79,1837,1621,88.2
sigungu,울산광역시,중구,전체,80+,797,532,66.8
sigungu,울산광역시,중구,남자,합계,8984,7084,78.9
sigungu,울산광역시,중구,남자,18,105,73,69.5
sigungu,울산광역시,중구,남자,19,92,70,76.1
sigungu,울산광역시,중구,남자,20-24,489,345,70.6
sigungu,울산광역시,중구,남자,25-29,648,462,71.3
sigungu,울산광역시,중구,남자,30-34,677,478,70.6
sigungu,울산광역시,중구,남자,35-39,561,401,71.5
sigungu,울산광역시,중구,남자,40-49,1554,1144,73.6
sigungu,울산광역시,중구,남자,50-59,1880,1503,79.9
sigungu,울산광역시,중구,남자,60-69,1865,1651,88.5
sigungu,울산광역시,중구,남자,70-79,825,740,89.7
sigungu,울산광역시,중구,남자,80+,288,217,75.3
sigungu,울산광역시,중구,여자,합계,8892,7260,81.6
sigungu,울산광역시,중구,여자,18,94,81,86.2
sigungu,울산광역시,중구,여자,19,86,63,73.3
sigungu,울산광역시,중구,여자,20-24,360,267,74.2
sigungu,울산광역시,중구,여자,25-29,488,399,81.8
sigungu,울산광역시,중구,여자,30-34,554,429,77.4
sigungu,울산광역시,중구,여자,35-39,488,386,79.1
sigungu,울산광역시,중구,여자,40-49,1485,1153,77.6
sigungu,울산광역시,중구,여자,50-59,1924,1608,83.6
sigungu,울산광역시,중구,여자,60-69,1892,1678,88.7
sigungu,울산광역시,중구,여자,70-79,1012,881,87.1
sigungu,울산광역시,중구,여자,80+,509,315,61.9
sigungu,울산광역시,남구,전체,합계,26651,21361,80.2
sigungu,울산광역시,남구,전체,18,238,196,82.4
sigungu,울산광역시,남구,전체,19,288,215,74.7
sigungu,울산광역시,남구,전체,20-24,1682,1290,76.7
sigungu,울산광역시,남구,전체,25-29,2235,1649,73.8
sigungu,울산광역시,남구,전체,30-34,2686,2042,76.0
sigungu,울산광역시,남구,전체,35-39,2246,1716,76.4
sigungu,울산광역시,남구,전체,40-49,4429,3357,75.8
sigungu,울산광역시,남구,전체,50-59,5412,4455,82.3
sigungu,울산광역시,남구,전체,60-69,4545,4052,89.2
sigungu,울산광역시,남구,전체,70-79,2136,1901,89.0
sigungu,울산광역시,남구,전체,80+,754,488,64.7
sigungu,울산광역시,남구,남자,합계,13681,10843,79.3
sigungu,울산광역시,남구,남자,18,127,97,76.4
sigungu,울산광역시,남구,남자,19,150,116,77.3
sigungu,울산광역시,남구,남자,20-24,948,721,76.1
sigungu,울산광역시,남구,남자,25-29,1274,894,70.2
sigungu,울산광역시,남구,남자,30-34,1490,1074,72.1
sigungu,울산광역시,남구,남자,35-39,1235,932,75.5
sigungu,울산광역시,남구,남자,40-49,2266,1674,73.9
sigungu,울산광역시,남구,남자,50-59,2629,2152,81.9
sigungu,울산광역시,남구,남자,60-69,2233,2010,90.0
sigungu,울산광역시,남구,남자,70-79,1042,944,90.6
sigungu,울산광역시,남구,남자,80+,287,229,79.8
sigungu,울산광역시,남구,여자,합계,12970,10518,81.1
sigungu,울산광역시,남구,여자,18,111,99,89.2
sigungu,울산광역시,남구,여자,19,138,99,71.7
sigungu,울산광역시,남구,여자,20-24,734,569,77.5
sigungu,울산광역시,남구,여자,25-29,961,755,78.6
sigungu,울산광역시,남구,여자,30-34,1196,968,80.9
sigungu,울산광역시,남구,여자,35-39,1011,784,77.5
sigungu,울산광역시,남구,여자,40-49,2163,1683,77.8
sigungu,울산광역시,남구,여자,50-59,2783,2303,82.8
sigungu,울산광역시,남구,여자,60-69,2312,2042,88.3
sigungu,울산광역시,남구,여자,70-79,1094,957,87.5
sigungu,울산광역시,남구,여자,80+,467,259,55.5
sigungu,울산광역시,동구,전체,합계,13424,10620,79.1
sigungu,울산광역시,동구,전체,18,196,145,74.0
sigungu,울산광역시,동구,전체,19,144,99,68.8
sigungu,울산광역시,동구,전체,20-24,754,554,73.5
sigungu,울산광역시,동구,전체,25-29,845,600,71.0
sigungu,울산광역시,동구,전체,30-34,835,576,69.0
sigungu,울산광역시,동구,전체,35-39,855,627,73.3
sigungu,울산광역시,동구,전체,40-49,2708,2009,74.2
sigungu,울산광역시,동구,전체,50-59,2768,2240,80.9
sigungu,울산광역시,동구,전체,60-69,2688,2414,89.8
sigungu,울산광역시,동구,전체,70-79,1271,1126,88.6
sigungu,울산광역시,동구,전체,80+,360,230,63.9
sigungu,울산광역시,동구,남자,합계,7117,5507,77.4
sigungu,울산광역시,동구,남자,18,104,72,69.2
sigungu,울산광역시,동구,남자,19,79,55,69.6
sigungu,울산광역시,동구,남자,20-24,413,291,70.5
sigungu,울산광역시,동구,남자,25-29,514,347,67.5
sigungu,울산광역시,동구,남자,30-34,485,315,64.9
sigungu,울산광역시,동구,남자,35-39,494,344,69.6
sigungu,울산광역시,동구,남자,40-49,1440,1023,71.0
sigungu,울산광역시,동구,남자,50-59,1449,1153,79.6
sigungu,울산광역시,동구,남자,60-69,1333,1196,89.7
sigungu,울산광역시,동구,남자,70-79,654,597,91.3
sigungu,울산광역시,동구,남자,80+,152,114,75.0
sigungu,울산광역시,동구,여자,합계,6307,5113,81.1
sigungu,울산광역시,동구,여자,18,92,73,79.3
sigungu,울산광역시,동구,여자,19,65,44,67.7
sigungu,울산광역시,동구,여자,20-24,341,263,77.1
sigungu,울산광역시,동구,여자,25-29,331,253,76.4
sigungu,울산광역시,동구,여자,30-34,350,261,74.6
sigungu,울산광역시,동구,여자,35-39,361,283,78.4
sigungu,울산광역시,동구,여자,40-49,1268,986,77.8
sigungu,울산광역시,동구,여자,50-59,1319,1087,82.4
sigungu,울산광역시,동구,여자,60-69,1355,1218,89.9
sigungu,울산광역시,동구,여자,70-79,617,529,85.7
sigungu,울산광역시,동구,여자,80+,208,116,55.8
sigungu,울산광역시,북구,전체,합계,19015,15463,81.3
sigungu,울산광역시,북구,전체,18,201,148,73.6
sigungu,울산광역시,북구,전체,19,156,116,74.4
sigungu,울산광역시,북구,전체,20-24,858,632,73.7
sigungu,울산광역시,북구,전체,25-29,1319,968,73.4
sigungu,울산광역시,북구,전체,30-34,1744,1348,77.3
sigungu,울산광역시,북구,전체,35-39,1640,1314,80.1
sigungu,울산광역시,북구,전체,40-49,3582,2865,80.0
sigungu,울산광역시,북구,전체,50-59,4126,3448,83.6
sigungu,울산광역시,북구,전체,60-69,3493,3097,88.7
sigungu,울산광역시,북구,전체,70-79,1345,1190,88.5
sigungu,울산광역시,북구,전체,80+,551,337,61.2
sigungu,울산광역시,북구,남자,합계,9652,7798,80.8
sigungu,울산광역시,북구,남자,18,102,79,77.5
sigungu,울산광역시,북구,남자,19,89,69,77.5
sigungu,울산광역시,북구,남자,20-24,486,357,73.5
sigungu,울산광역시,북구,남자,25-29,774,540,69.8
sigungu,울산광역시,북구,남자,30-34,923,673,72.9
sigungu,울산광역시,북구,남자,35-39,857,675,78.8
sigungu,울산광역시,북구,남자,40-49,1860,1474,79.2
sigungu,울산광역시,북구,남자,50-59,1955,1613,82.5
sigungu,울산광역시,북구,남자,60-69,1781,1597,89.7
sigungu,울산광역시,북구,남자,70-79,653,588,90.0
sigungu,울산광역시,북구,남자,80+,172,133,77.3
sigungu,울산광역시,북구,여자,합계,9363,7665,81.9
sigungu,울산광역시,북구,여자,18,99,69,69.7
sigungu,울산광역시,북구,여자,19,67,47,70.1
sigungu,울산광역시,북구,여자,20-24,372,275,73.9
sigungu,울산광역시,북구,여자,25-29,545,428,78.5
sigungu,울산광역시,북구,여자,30-34,821,675,82.2
sigungu,울산광역시,북구,여자,35-39,783,639,81.6
sigungu,울산광역시,북구,여자,40-49,1722,1391,80.8
sigungu,울산광역시,북구,여자,50-59,2171,1835,84.5
sigungu,울산광역시,북구,여자,60-69,1712,1500,87.6
sigungu,울산광역시,북구,여자,70-79,692,602,87.0
sigungu,울산광역시,북구,여자,80+,379,204,53.8
sigungu,울산광역시,울주군,전체,합계,22141,17546,79.2
sigungu,울산광역시,울주군,전체,18,243,179,73.7
sigungu,울산광역시,울주군,전체,19,245,186,75.9
sigungu,울산광역시,울주군,전체,20-24,1334,1007,75.5
sigungu,울산광역시,울주군,전체,25-29,1444,1069,74.0
sigungu,울산광역시,울주군,전체,30-34,1178,784,66.6
sigungu,울산광역시,울주군,전체,35-39,1014,709,69.9
sigungu,울산광역시,울주군,전체,40-49,3061,2270,74.2
sigungu,울산광역시,울주군,전체,50-59,5054,4128,81.7
sigungu,울산광역시,울주군,전체,60-69,4866,4323,88.8
sigungu,울산광역시,울주군,전체,70-79,2491,2162,86.8
sigungu,울산광역시,울주군,전체,80+,1211,729,60.2
sigungu,울산광역시,울주군,남자,합계,11222,8834,78.7
sigungu,울산광역시,울주군,남자,18,127,90,70.9
sigungu,울산광역시,울주군,남자,19,139,109,78.4
sigungu,울산광역시,울주군,남자,20-24,741,547,73.8
sigungu,울산광역시,울주군,남자,25-29,866,609,70.3
sigungu,울산광역시,울주군,남자,30-34,717,441,61.5
sigungu,울산광역시,울주군,남자,35-39,562,361,64.2
sigungu,울산광역시,울주군,남자,40-49,1545,1112,72.0
sigungu,울산광역시,울주군,남자,50-59,2476,1982,80.0
sigungu,울산광역시,울주군,남자,60-69,2416,2183,90.4
sigungu,울산광역시,울주군,남자,70-79,1225,1094,89.3
sigungu,울산광역시,울주군,남자,80+,408,306,75.0
sigungu,울산광역시,울주군,여자,합계,10919,8712,79.8
sigungu,울산광역시,울주군,여자,18,116,89,76.7
sigungu,울산광역시,울주군,여자,19,106,77,72.6
sigungu,울산광역시,울주군,여자,20-24,593,460,77.6
sigungu,울산광역시,울주군,여자,25-29,578,460,79.6
sigungu,울산광역시,울주군,여자,30-34,461,343,74.4
sigungu,울산광역시,울주군,여자,35-39,452,348,77.0
sigungu,울산광역시,울주군,여자,40-49,1516,1158,76.4
sigungu,울산광역시,울주군,여자,50-59,2578,2146,83.2
sigungu,울산광역시,울주군,여자,60-69,2450,2140,87.3
sigungu,울산광역시,울주군,여자,70-79,1266,1068,84.4
sigungu,울산광역시,울주군,여자,80+,803,423,52.7
sido,세종특별자치시,,전체,합계,34917,28914,82.8
sido,세종특별자치시,,전체,18,592,473,79.9
sido,세종특별자치시,,전체,19,484,377,77.9
sido,세종특별자치시,,전체,20-24,1976,1541,78.0
sido,세종특별자치시,,전체,25-29,1960,1493,76.2
sido,세종특별자치시,,전체,30-34,2868,2293,80.0
sido,세종특별자치시,,전체,35-39,3219,2634,81.8
sido,세종특별자치시,,전체,40-49,9293,7734,83.2
sido,세종특별자치시,,전체,50-59,6681,5785,86.6
sido,세종특별자치시,,전체,60-69,4513,4009,88.8
sido,세종특별자치시,,전체,70-79,2237,1937,86.6
sido,세종특별자치시,,전체,80+,1094,638,58.3
sido,세종특별자치시,,남자,합계,17383,14222,81.8
sido,세종특별자치시,,남자,18,296,225,76.0
sido,세종특별자치시,,남자,19,256,196,76.6
sido,세종특별자치시,,남자,20-24,1101,841,76.4
sido,세종특별자치시,,남자,25-29,1021,733,71.8
sido,세종특별자치시,,남자,30-34,1439,1095,76.1
sido,세종특별자치시,,남자,35-39,1606,1269,79.0
sido,세종특별자치시,,남자,40-49,4499,3679,81.8
sido,세종특별자치시,,남자,50-59,3510,2997,85.4
sido,세종특별자치시,,남자,60-69,2239,1994,89.1
sido,세종특별자치시,,남자,70-79,1078,952,88.3
sido,세종특별자치시,,남자,80+,338,241,71.3
sido,세종특별자치시,,여자,합계,17534,14692,83.8
sido,세종특별자치시,,여자,18,296,248,83.8
sido,세종특별자치시,,여자,19,228,181,79.4
sido,세종특별자치시,,여자,20-24,875,700,80.0
sido,세종특별자치시,,여자,25-29,939,760,80.9
sido,세종특별자치시,,여자,30-34,1429,1198,83.8
sido,세종특별자치시,,여자,35-39,1613,1365,84.6
sido,세종특별자치시,,여자,40-49,4794,4055,84.6
sido,세종특별자치시,,여자,50-59,3171,2788,87.9
sido,세종특별자치시,,여자,60-69,2274,2015,88.6
sido,세종특별자치시,,여자,70-79,1159,985,85.0
sido,세종특별자치시,,여자,80+,756,397,52.5
sigungu,세종특별자치시,세종특별자치시,전체,합계,34917,28914,82.8
sigungu,세종특별자치시,세종특별자치시,전체,18,592,473,79.9
sigungu,세종특별자치시,세종특별자치시,전체,19,484,377,77.9
sigungu,세종특별자치시,세종특별자치시,전체,20-24,1976,1541,78.0
sigungu,세종특별자치시,세종특별자치시,전체,25-29,1960,1493,76.2
sigungu,세종특별자치시,세종특별자치시,전체,30-34,2868,2293,80.0
sigungu,세종특별자치시,세종특별자치시,전체,35-39,3219,2634,81.8
sigungu,세종특별자치시,세종특별자치시,전체,40-49,9293,7734,83.2
sigungu,세종특별자치시,세종특별자치시,전체,50-59,6681,5785,86.6
sigungu,세종특별자치시,세종특별자치시,전체,60-69,4513,4009,88.8
sigungu,세종특별자치시,세종특별자치시,전체,70-79,2237,1937,86.6
sigungu,세종특별자치시,세종특별자치시,전체,80+,1094,638,58.3
sigungu,세종특별자치시,세종특별자치시,남자,합계,17383,14222,81.8
sigungu,세종특별자치시,세종특별자치시,남자,18,296,225,76.0
sigungu,세종특별자치시,세종특별자치시,남자,19,256,196,76.6
sigungu,세종특별자치시,세종특별자치시,남자,20-24,1101,841,76.4
sigungu,세종특별자치시,세종특별자치시,남자,25-29,1021,733,71.8
sigungu,세종특별자치시,세종특별자치시,남자,30-34,1439,1095,76.1
sigungu,세종특별자치시,세종특별자치시,남자,35-39,1606,1269,79.0
sigungu,세종특별자치시,세종특별자치시,남자,40-49,4499,3679,81.8
sigungu,세종특별자치시,세종특별자치시,남자,50-59,3510,2997,85.4
sigungu,세종특별자치시,세종특별자치시,남자,60-69,2239,1994,89.1
sigungu,세종특별자치시,세종특별자치시,남자,70-79,1078,952,88.3
sigungu,세종특별자치시,세종특별자치시,남자,80+,338,241,71.3
sigungu,세종특별자치시,세종특별자치시,여자,합계,17534,14692,83.8
sigungu,세종특별자치시,세종특별자치시,여자,18,296,248,83.8
sigungu,세종특별자치시,세종특별자치시,여자,19,228,181,79.4
sigungu,세종특별자치시,세종특별자치시,여자,20-24,875,700,80.0
sigungu,세종특별자치시,세종특별자치시,여자,25-29,939,760,80.9
sigungu,세종특별자치시,세종특별자치시,여자,30-34,1429,1198,83.8
sigungu,세종특별자치시,세종특별자치시,여자,35-39,1613,1365,84.6
sigungu,세종특별자치시,세종특별자치시,여자,40-49,4794,4055,84.6
sigungu,세종특별자치시,세종특별자치시,여자,50-59,3171,2788,87.9
sigungu,세종특별자치시,세종특별자치시,여자,60-69,2274,2015,88.6
sigungu,세종특별자치시,세종특별자치시,여자,70-79,1159,985,85.0
sigungu,세종특별자치시,세종특별자치시,여자,80+,756,397,52.5
sido,경기도,,전체,합계,1153121,914648,79.3
sido,경기도,,전체,18,12670,9947,78.5
sido,경기도,,전체,19,11713,9016,77.0
sido,경기도,,전체,20-24,68265,52134,76.4
sido,경기도,,전체,25-29,89855,66986,74.5
sido,경기도,,전체,30-34,99452,74755,75.2
sido,경기도,,전체,35-39,89668,67650,75.4
sido,경기도,,전체,40-49,213679,165074,77.3
sido,경기도,,전체,50-59,231813,189805,81.9
sido,경기도,,전체,60-69,190146,164522,86.5
sido,경기도,,전체,70-79,93075,80717,86.7
sido,경기도,,전체,80+,52785,34042,64.5
sido,경기도,,남자,합계,576870,452165,78.4
sido,경기도,,남자,18,6519,4894,75.1
sido,경기도,,남자,19,6036,4540,75.2
sido,경기도,,남자,20-24,35377,26197,74.1
sido,경기도,,남자,25-29,46984,32968,70.2
sido,경기도,,남자,30-34,52665,37590,71.4
sido,경기도,,남자,35-39,46583,33822,72.6
sido,경기도,,남자,40-49,108891,82184,75.5
sido,경기도,,남자,50-59,116315,94206,81.0
sido,경기도,,남자,60-69,95233,82693,86.8
sido,경기도,,남자,70-79,43222,38364,88.8
sido,경기도,,남자,80+,19045,14707,77.2
sido,경기도,,여자,합계,576251,462483,80.3
sido,경기도,,여자,18,6151,5053,82.1
sido,경기도,,여자,19,5677,4476,78.8
sido,경기도,,여자,20-24,32888,25937,78.9
sido,경기도,,여자,25-29,42871,34018,79.3
sido,경기도,,여자,30-34,46787,37165,79.4
sido,경기도,,여자,35-39,43085,33828,78.5
sido,경기도,,여자,40-49,104788,82890,79.1
