region_level,region_sido,region_sigungu,sex,age_bucket,electorate,voted,turnout_pct
sido,경기도,,여자,50-59,115498,95599,82.8
sido,경기도,,여자,60-69,94913,81829,86.2
sido,경기도,,여자,70-79,49853,42353,85.0
sido,경기도,,여자,80+,33740,19335,57.3
sigungu,경기도,수원시장안구,전체,합계,25252,20556,81.4
sigungu,경기도,수원시장안구,전체,18,285,224,78.6
sigungu,경기도,수원시장안구,전체,19,262,220,84.0
sigungu,경기도,수원시장안구,전체,20-24,2016,1672,82.9
sigungu,경기도,수원시장안구,전체,25-29,2329,1875,80.5
sigungu,경기도,수원시장안구,전체,30-34,2039,1621,79.5
sigungu,경기도,수원시장안구,전체,35-39,1630,1296,79.5
sigungu,경기도,수원시장안구,전체,40-49,3978,3237,81.4
sigungu,경기도,수원시장안구,전체,50-59,4924,4140,84.1
sigungu,경기도,수원시장안구,전체,60-69,4262,3492,81.9
sigungu,경기도,수원시장안구,전체,70-79,2083,1653,79.4
sigungu,경기도,수원시장안구,전체,80+,1444,1126,78.0
sigungu,경기도,수원시장안구,남자,합계,12603,10331,82.0
sigungu,경기도,수원시장안구,남자,18,137,110,80.3
sigungu,경기도,수원시장안구,남자,19,136,115,84.6
sigungu,경기도,수원시장안구,남자,20-24,1054,872,82.7
sigungu,경기도,수원시장안구,남자,25-29,1388,1108,79.8
sigungu,경기도,수원시장안구,남자,30-34,1066,842,79.0
sigungu,경기도,수원시장안구,남자,35-39,846,662,78.3
sigungu,경기도,수원시장안구,남자,40-49,1960,1602,81.7
sigungu,경기도,수원시장안구,남자,50-59,2439,2057,84.3
sigungu,경기도,수원시장안구,남자,60-69,2105,1761,83.7
sigungu,경기도,수원시장안구,남자,70-79,938,766,81.7
sigungu,경기도,수원시장안구,남자,80+,534,436,81.6
sigungu,경기도,수원시장안구,여자,합계,12649,10225,80.8
sigungu,경기도,수원시장안구,여자,18,148,114,77.0
sigungu,경기도,수원시장안구,여자,19,126,105,83.3
sigungu,경기도,수원시장안구,여자,20-24,962,800,83.2
sigungu,경기도,수원시장안구,여자,25-29,941,767,81.5
sigungu,경기도,수원시장안구,여자,30-34,973,779,80.1
sigungu,경기도,수원시장안구,여자,35-39,784,634,80.9
sigungu,경기도,수원시장안구,여자,40-49,2018,1635,81.0
sigungu,경기도,수원시장안구,여자,50-59,2485,2083,83.8
sigungu,경기도,수원시장안구,여자,60-69,2157,1731,80.3
sigungu,경기도,수원시장안구,여자,70-79,1145,887,77.5
sigungu,경기도,수원시장안구,여자,80+,910,690,75.8
sigungu,경기도,수원시권선구,전체,합계,29928,23262,77.7
sigungu,경기도,수원시권선구,전체,18,272,195,71.7
sigungu,경기도,수원시권선구,전체,19,286,221,77.3
sigungu,경기도,수원시권선구,전체,20-24,1789,1372,76.7
sigungu,경기도,수원시권선구,전체,25-29,2498,1805,72.3
sigungu,경기도,수원시권선구,전체,30-34,3026,2180,72.0
sigungu,경기도,수원시권선구,전체,35-39,2723,2017,74.1
sigungu,경기도,수원시권선구,전체,40-49,5656,4124,72.9
sigungu,경기도,수원시권선구,전체,50-59,5694,4606,80.9
sigungu,경기도,수원시권선구,전체,60-69,4901,4244,86.6
sigungu,경기도,수원시권선구,전체,70-79,2098,1848,88.1
sigungu,경기도,수원시권선구,전체,80+,985,650,66.0
sigungu,경기도,수원시권선구,남자,합계,15270,11551,75.6
sigungu,경기도,수원시권선구,남자,18,135,92,68.1
sigungu,경기도,수원시권선구,남자,19,150,111,74.0
sigungu,경기도,수원시권선구,남자,20-24,880,656,74.5
sigungu,경기도,수원시권선구,남자,25-29,1322,897,67.9
sigungu,경기도,수원시권선구,남자,30-34,1650,1098,66.5
sigungu,경기도,수원시권선구,남자,35-39,1470,1048,71.3
sigungu,경기도,수원시권선구,남자,40-49,3020,2103,69.6
sigungu,경기도,수원시권선구,남자,50-59,2860,2274,79.5
sigungu,경기도,수원시권선구,남자,60-69,2427,2113,87.1
sigungu,경기도,수원시권선구,남자,70-79,986,886,89.9
sigungu,경기도,수원시권선구,남자,80+,370,273,73.8
sigungu,경기도,수원시권선구,여자,합계,14658,11711,79.9
sigungu,경기도,수원시권선구,여자,18,137,103,75.2
sigungu,경기도,수원시권선구,여자,19,136,110,80.9
sigungu,경기도,수원시권선구,여자,20-24,909,716,78.8
sigungu,경기도,수원시권선구,여자,25-29,1176,908,77.2
sigungu,경기도,수원시권선구,여자,30-34,1376,1082,78.6
sigungu,경기도,수원시권선구,여자,35-39,1253,969,77.3
sigungu,경기도,수원시권선구,여자,40-49,2636,2021,76.7
sigungu,경기도,수원시권선구,여자,50-59,2834,2332,82.3
sigungu,경기도,수원시권선구,여자,60-69,2474,2131,86.1
sigungu,경기도,수원시권선구,여자,70-79,1112,962,86.5
sigungu,경기도,수원시권선구,여자,80+,615,377,61.3
sigungu,경기도,수원시팔달구,전체,합계,16203,12462,76.9
sigungu,경기도,수원시팔달구,전체,18,141,109,77.3
sigungu,경기도,수원시팔달구,전체,19,133,101,75.9
sigungu,경기도,수원시팔달구,전체,20-24,878,654,74.5
sigungu,경기도,수원시팔달구,전체,25-29,1510,1111,73.6
sigungu,경기도,수원시팔달구,전체,30-34,1812,1378,76.0
sigungu,경기도,수원시팔달구,전체,35-39,1345,1003,74.6
sigungu,경기도,수원시팔달구,전체,40-49,2659,1947,73.2
sigungu,경기도,수원시팔달구,전체,50-59,2945,2248,76.3
sigungu,경기도,수원시팔달구,전체,60-69,2664,2264,85.0
sigungu,경기도,수원시팔달구,전체,70-79,1388,1186,85.4
sigungu,경기도,수원시팔달구,전체,80+,728,461,63.3
sigungu,경기도,수원시팔달구,남자,합계,8147,6153,75.5
sigungu,경기도,수원시팔달구,남자,18,82,62,75.6
sigungu,경기도,수원시팔달구,남자,19,67,49,73.1
sigungu,경기도,수원시팔달구,남자,20-24,455,329,72.3
sigungu,경기도,수원시팔달구,남자,25-29,742,498,67.1
sigungu,경기도,수원시팔달구,남자,30-34,969,702,72.4
sigungu,경기도,수원시팔달구,남자,35-39,729,520,71.3
sigungu,경기도,수원시팔달구,남자,40-49,1417,1025,72.3
sigungu,경기도,수원시팔달구,남자,50-59,1493,1127,75.5
sigungu,경기도,수원시팔달구,남자,60-69,1302,1101,84.6
sigungu,경기도,수원시팔달구,남자,70-79,625,547,87.5
sigungu,경기도,수원시팔달구,남자,80+,266,193,72.6
sigungu,경기도,수원시팔달구,여자,합계,8056,6309,78.3
sigungu,경기도,수원시팔달구,여자,18,59,47,79.7
sigungu,경기도,수원시팔달구,여자,19,66,52,78.8
sigungu,경기도,수원시팔달구,여자,20-24,423,325,76.8
sigungu,경기도,수원시팔달구,여자,25-29,768,613,79.8
sigungu,경기도,수원시팔달구,여자,30-34,843,676,80.2
sigungu,경기도,수원시팔달구,여자,35-39,616,483,78.4
sigungu,경기도,수원시팔달구,여자,40-49,1242,922,74.2
sigungu,경기도,수원시팔달구,여자,50-59,1452,1121,77.2
sigungu,경기도,수원시팔달구,여자,60-69,1362,1163,85.4
sigungu,경기도,수원시팔달구,여자,70-79,763,639,83.7
sigungu,경기도,수원시팔달구,여자,80+,462,268,58.0
sigungu,경기도,수원시영통구,전체,합계,29515,24655,83.5
sigungu,경기도,수원시영통구,전체,18,331,284,85.8
sigungu,경기도,수원시영통구,전체,19,316,254,80.4
sigungu,경기도,수원시영통구,전체,20-24,1938,1558,80.4
sigungu,경기도,수원시영통구,전체,25-29,2668,2173,81.4
sigungu,경기도,수원시영통구,전체,30-34,3218,2653,82.4
sigungu,경기도,수원시영통구,전체,35-39,2976,2482,83.4
sigungu,경기도,수원시영통구,전체,40-49,5985,4950,82.7
sigungu,경기도,수원시영통구,전체,50-59,5632,4803,85.3
sigungu,경기도,수원시영통구,전체,60-69,4055,3608,89.0
sigungu,경기도,수원시영통구,전체,70-79,1587,1389,87.5
sigungu,경기도,수원시영통구,전체,80+,809,501,61.9
sigungu,경기도,수원시영통구,남자,합계,14753,12212,82.8
sigungu,경기도,수원시영통구,남자,18,160,134,83.8
sigungu,경기도,수원시영통구,남자,19,165,126,76.4
sigungu,경기도,수원시영통구,남자,20-24,1018,797,78.3
sigungu,경기도,수원시영통구,남자,25-29,1425,1104,77.5
sigungu,경기도,수원시영통구,남자,30-34,1712,1362,79.6
sigungu,경기도,수원시영통구,남자,35-39,1484,1198,80.7
sigungu,경기도,수원시영통구,남자,40-49,2992,2447,81.8
sigungu,경기도,수원시영통구,남자,50-59,2708,2313,85.4
sigungu,경기도,수원시영통구,남자,60-69,2079,1851,89.0
sigungu,경기도,수원시영통구,남자,70-79,743,668,89.9
sigungu,경기도,수원시영통구,남자,80+,267,212,79.4
sigungu,경기도,수원시영통구,여자,합계,14762,12443,84.3
sigungu,경기도,수원시영통구,여자,18,171,150,87.7
sigungu,경기도,수원시영통구,여자,19,151,128,84.8
sigungu,경기도,수원시영통구,여자,20-24,920,761,82.7
sigungu,경기도,수원시영통구,여자,25-29,1243,1069,86.0
sigungu,경기도,수원시영통구,여자,30-34,1506,1291,85.7
sigungu,경기도,수원시영통구,여자,35-39,1492,1284,86.1
sigungu,경기도,수원시영통구,여자,40-49,2993,2503,83.6
sigungu,경기도,수원시영통구,여자,50-59,2924,2490,85.2
sigungu,경기도,수원시영통구,여자,60-69,1976,1757,88.9
sigungu,경기도,수원시영통구,여자,70-79,844,721,85.4
sigungu,경기도,수원시영통구,여자,80+,542,289,53.3
sigungu,경기도,성남시수정구,전체,합계,24882,19969,80.3
sigungu,경기도,성남시수정구,전체,18,239,192,80.3
sigungu,경기도,성남시수정구,전체,19,265,206,77.7
sigungu,경기도,성남시수정구,전체,20-24,1592,1228,77.1
sigungu,경기도,성남시수정구,전체,25-29,2025,1504,74.3
sigungu,경기도,성남시수정구,전체,30-34,2128,1631,76.6
sigungu,경기도,성남시수정구,전체,35-39,1899,1457,76.7
sigungu,경기도,성남시수정구,전체,40-49,4739,3745,79.0
sigungu,경기도,성남시수정구,전체,50-59,4663,3832,82.2
sigungu,경기도,성남시수정구,전체,60-69,4113,3570,86.8
sigungu,경기도,성남시수정구,전체,70-79,2218,1953,88.1
sigungu,경기도,성남시수정구,전체,80+,1001,651,65.0
sigungu,경기도,성남시수정구,남자,합계,12811,10111,78.9
sigungu,경기도,성남시수정구,남자,18,128,98,76.6
sigungu,경기도,성남시수정구,남자,19,125,96,76.8
sigungu,경기도,성남시수정구,남자,20-24,861,635,73.8
sigungu,경기도,성남시수정구,남자,25-29,1147,820,71.5
sigungu,경기도,성남시수정구,남자,30-34,1173,863,73.6
sigungu,경기도,성남시수정구,남자,35-39,999,735,73.6
sigungu,경기도,성남시수정구,남자,40-49,2422,1877,77.5
sigungu,경기도,성남시수정구,남자,50-59,2517,2036,80.9
sigungu,경기도,성남시수정구,남자,60-69,2002,1724,86.1
sigungu,경기도,성남시수정구,남자,70-79,1051,931,88.6
sigungu,경기도,성남시수정구,남자,80+,386,296,76.7
sigungu,경기도,성남시수정구,여자,합계,12071,9858,81.7
sigungu,경기도,성남시수정구,여자,18,111,94,84.7
sigungu,경기도,성남시수정구,여자,19,140,110,78.6
sigungu,경기도,성남시수정구,여자,20-24,731,593,81.1
sigungu,경기도,성남시수정구,여자,25-29,878,684,77.9
sigungu,경기도,성남시수정구,여자,30-34,955,768,80.4
sigungu,경기도,성남시수정구,여자,35-39,900,722,80.2
sigungu,경기도,성남시수정구,여자,40-49,2317,1868,80.6
sigungu,경기도,성남시수정구,여자,50-59,2146,1796,83.7
sigungu,경기도,성남시수정구,여자,60-69,2111,1846,87.4
sigungu,경기도,성남시수정구,여자,70-79,1167,1022,87.6
sigungu,경기도,성남시수정구,여자,80+,615,355,57.7
sigungu,경기도,성남시중원구,전체,합계,18826,14874,79.0
sigungu,경기도,성남시중원구,전체,18,180,137,76.1
sigungu,경기도,성남시중원구,전체,19,165,134,81.2
sigungu,경기도,성남시중원구,전체,20-24,1103,851,77.2
sigungu,경기도,성남시중원구,전체,25-29,1481,1120,75.6
sigungu,경기도,성남시중원구,전체,30-34,1567,1163,74.2
sigungu,경기도,성남시중원구,전체,35-39,1389,1048,75.4
sigungu,경기도,성남시중원구,전체,40-49,3008,2303,76.6
sigungu,경기도,성남시중원구,전체,50-59,3699,3003,81.2
sigungu,경기도,성남시중원구,전체,60-69,3312,2821,85.2
sigungu,경기도,성남시중원구,전체,70-79,1883,1636,86.9
sigungu,경기도,성남시중원구,전체,80+,1039,658,63.3
sigungu,경기도,성남시중원구,남자,합계,9492,7356,77.5
sigungu,경기도,성남시중원구,남자,18,95,68,71.6
sigungu,경기도,성남시중원구,남자,19,80,63,78.8
sigungu,경기도,성남시중원구,남자,20-24,543,400,73.7
sigungu,경기도,성남시중원구,남자,25-29,814,581,71.4
sigungu,경기도,성남시중원구,남자,30-34,884,627,70.9
sigungu,경기도,성남시중원구,남자,35-39,768,555,72.3
sigungu,경기도,성남시중원구,남자,40-49,1578,1179,74.7
sigungu,경기도,성남시중원구,남자,50-59,1857,1478,79.6
sigungu,경기도,성남시중원구,남자,60-69,1667,1397,83.8
sigungu,경기도,성남시중원구,남자,70-79,819,722,88.2
sigungu,경기도,성남시중원구,남자,80+,387,286,73.9
sigungu,경기도,성남시중원구,여자,합계,9334,7518,80.5
sigungu,경기도,성남시중원구,여자,18,85,69,81.2
sigungu,경기도,성남시중원구,여자,19,85,71,83.5
sigungu,경기도,성남시중원구,여자,20-24,560,451,80.5
sigungu,경기도,성남시중원구,여자,25-29,667,539,80.8
sigungu,경기도,성남시중원구,여자,30-34,683,536,78.5
sigungu,경기도,성남시중원구,여자,35-39,621,493,79.4
sigungu,경기도,성남시중원구,여자,40-49,1430,1124,78.6
sigungu,경기도,성남시중원구,여자,50-59,1842,1525,82.8
sigungu,경기도,성남시중원구,여자,60-69,1645,1424,86.6
sigungu,경기도,성남시중원구,여자,70-79,1064,914,85.9
sigungu,경기도,성남시중원구,여자,80+,652,372,57.1
sigungu,경기도,성남시분당구,전체,합계,37345,31241,83.7
sigungu,경기도,성남시분당구,전체,18,479,357,74.5
sigungu,경기도,성남시분당구,전체,19,410,314,76.6
sigungu,경기도,성남시분당구,전체,20-24,2081,1624,78.0
sigungu,경기도,성남시분당구,전체,25-29,2885,2296,79.6
sigungu,경기도,성남시분당구,전체,30-34,3269,2708,82.8
sigungu,경기도,성남시분당구,전체,35-39,3067,2554,83.3
sigungu,경기도,성남시분당구,전체,40-49,7470,6248,83.6
sigungu,경기도,성남시분당구,전체,50-59,7294,6256,85.8
sigungu,경기도,성남시분당구,전체,60-69,5465,4851,88.8
sigungu,경기도,성남시분당구,전체,70-79,2977,2638,88.6
sigungu,경기도,성남시분당구,전체,80+,1948,1395,71.6
sigungu,경기도,성남시분당구,남자,합계,17763,14900,83.9
sigungu,경기도,성남시분당구,남자,18,251,183,72.9
sigungu,경기도,성남시분당구,남자,19,198,140,70.7
sigungu,경기도,성남시분당구,남자,20-24,1015,784,77.2
sigungu,경기도,성남시분당구,남자,25-29,1464,1124,76.8
sigungu,경기도,성남시분당구,남자,30-34,1620,1306,80.6
sigungu,경기도,성남시분당구,남자,35-39,1456,1200,82.4
sigungu,경기도,성남시분당구,남자,40-49,3527,2975,84.3
sigungu,경기도,성남시분당구,남자,50-59,3556,3052,85.8
sigungu,경기도,성남시분당구,남자,60-69,2641,2349,88.9
sigungu,경기도,성남시분당구,남자,70-79,1336,1201,89.9
sigungu,경기도,성남시분당구,남자,80+,699,586,83.8
sigungu,경기도,성남시분당구,여자,합계,19582,16341,83.4
sigungu,경기도,성남시분당구,여자,18,228,174,76.3
sigungu,경기도,성남시분당구,여자,19,212,174,82.1
sigungu,경기도,성남시분당구,여자,20-24,1066,840,78.8
sigungu,경기도,성남시분당구,여자,25-29,1421,1172,82.5
sigungu,경기도,성남시분당구,여자,30-34,1649,1402,85.0
sigungu,경기도,성남시분당구,여자,35-39,1611,1354,84.0
sigungu,경기도,성남시분당구,여자,40-49,3943,3273,83.0
sigungu,경기도,성남시분당구,여자,50-59,3738,3204,85.7
sigungu,경기도,성남시분당구,여자,60-69,2824,2502,88.6
sigungu,경기도,성남시분당구,여자,70-79,1641,1437,87.6
sigungu,경기도,성남시분당구,여자,80+,1249,809,64.8
sigungu,경기도,의정부시,전체,합계,43701,34176,78.2
sigungu,경기도,의정부시,전체,18,542,450,83.0
sigungu,경기도,의정부시,전체,19,491,387,78.8
sigungu,경기도,의정부시,전체,20-24,2685,2056,76.6
sigungu,경기도,의정부시,전체,25-29,3248,2353,72.4
sigungu,경기도,의정부시,전체,30-34,3392,2495,73.6
sigungu,경기도,의정부시,전체,35-39,3284,2406,73.3
sigungu,경기도,의정부시,전체,40-49,8338,6407,76.8
sigungu,경기도,의정부시,전체,50-59,9560,7812,81.7
sigungu,경기도,의정부시,전체,60-69,6920,5890,85.1
sigungu,경기도,의정부시,전체,70-79,3287,2812,85.5
sigungu,경기도,의정부시,전체,80+,1954,1108,56.7
sigungu,경기도,의정부시,남자,합계,21366,16558,77.5
